repository,pr,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
Swofty-Developments/HypixelSkyBlock,320,com.fasterxml.jackson.core:jackson-annotations,2.17.0,2.17.1,patch,True,False,no_compile
Swofty-Developments/HypixelSkyBlock,300,net.bytebuddy:byte-buddy,1.14.13,1.14.14,patch,True,,NO_GITHUB
Swofty-Developments/HypixelSkyBlock,299,net.raphimc:ViaLoader,2.2.13-SNAPSHOT,2.2.14-SNAPSHOT,patch,False,,no_jar
Swofty-Developments/HypixelSkyBlock,297,net.bytebuddy:byte-buddy-agent,1.14.13,1.14.14,patch,True,,NO_GITHUB
Swofty-Developments/HypixelSkyBlock,277,io.netty:netty-all,4.1.108.Final,4.1.109.Final,patch,True,False,no_compile
Swofty-Developments/HypixelSkyBlock,242,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,True,,NO_GITHUB
alibaba/fastjson2,2513,org.junit.platform:junit-platform-launcher,1.9.1,1.10.2,minor,False,,
alibaba/fastjson2,2512,org.graalvm.buildtools:native-maven-plugin,0.9.19,0.10.1,minor,False,,
alibaba/fastjson2,2510,org.apache.maven.plugins:maven-shade-plugin,3.5.2,3.5.3,patch,True,,NO_GITHUB
alibaba/fastjson2,2509,org.mongodb:bson,5.0.1,5.1.0,minor,True,False,no_maven
alibaba/fastjson2,2508,org.apache.dubbo:dubbo,3.2.11,3.2.12,patch,False,,
alibaba/fastjson2,2501,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
alibaba/fastjson2,2499,org.apache.maven.plugins:maven-install-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
alibaba/fastjson2,2492,org.clojure:clojure,1.11.2,1.11.3,patch,False,,
alibaba/fastjson2,2487,org.redisson:redisson,3.28.0,3.29.0,minor,False,,
alibaba/fastjson2,2473,com.aliyun.odps:odps-sdk-udf,0.46.13-public,0.48.0-public,minor,True,,NO_GITHUB
alibaba/fastjson2,2471,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.4,patch,True,,NO_GITHUB
alibaba/fastjson2,2470,com.aliyun.odps:odps-sdk-core,0.46.13-public,0.48.0-public,minor,False,,
alibaba/fastjson2,2465,com.aliyun.odps:odps-sdk-core,0.46.13-public,0.48.0-public,minor,False,,
alibaba/fastjson2,2464,com.aliyun.odps:odps-sdk-udf,0.46.13-public,0.48.0-public,minor,True,,NO_GITHUB
alibaba/fastjson2,2421,io.projectreactor:reactor-core,3.6.4,3.6.5,patch,True,False,no_maven
alibaba/fastjson2,2416,com.baomidou:mybatis-plus,3.5.3.1,3.5.6,patch,True,,NO_TAG
alibaba/fastjson2,2415,commons-io:commons-io,2.16.0,2.16.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2403,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2402,io.github.wycst:wast,0.0.11,0.0.12.1,patch,False,,
alibaba/fastjson2,2398,org.mongodb:bson,5.0.0,5.0.1,patch,True,False,no_maven
alibaba/fastjson2,2394,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,True,False,no_test
alibaba/fastjson2,2383,org.moditect:moditect-maven-plugin,1.2.0.Final,1.2.1.Final,patch,True,,NO_GITHUB
alibaba/fastjson2,2382,commons-io:commons-io,2.15.1,2.16.0,minor,False,,
alibaba/fastjson2,2376,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
alibaba/fastjson2,2370,io.github.wycst:wast,0.0.10.2,0.0.11,patch,False,,
alibaba/fastjson2,2369,org.ow2.asm:asm,9.6,9.7,minor,True,,NO_GITHUB
alibaba/fastjson2,2366,org.apache.flink:flink-json,1.18.1,1.19.0,minor,True,,NO_GITHUB
alibaba/fastjson2,2364,org.apache.flink:flink-core,1.18.1,1.19.0,minor,False,,
alibaba/fastjson2,2363,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
alibaba/fastjson2,2362,net.minidev:json-smart,2.5.0,2.5.1,patch,True,True,
alibaba/fastjson2,2361,org.apache.maven.plugins:maven-assembly-plugin,3.7.0,3.7.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2354,org.glassfish.jersey:jersey-bom,2.41,2.42,minor,False,,no_jar
alibaba/fastjson2,2352,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.1,8.0.2,patch,True,True,
alibaba/fastjson2,2343,com.google.guava:guava,33.0.0-jre,33.1.0-jre,minor,False,,
alibaba/fastjson2,2342,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
alibaba/fastjson2,2339,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.0,8.0.1,patch,True,True,
alibaba/fastjson2,2336,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2326,io.projectreactor:reactor-core,3.6.2,3.6.4,patch,False,,
alibaba/fastjson2,2325,org.moditect:moditect-maven-plugin,1.1.0,1.2.0.Final,minor,True,,NO_GITHUB
alibaba/fastjson2,2324,com.fasterxml.jackson:jackson-bom,2.16.2,2.17.0,minor,False,,no_jar
alibaba/fastjson2,2315,org.apache.maven.plugins:maven-assembly-plugin,3.6.0,3.7.0,minor,False,,
alibaba/fastjson2,2314,org.apache.maven.plugins:maven-gpg-plugin,3.0.1,3.2.0,minor,False,,
alibaba/fastjson2,2313,com.fasterxml.jackson:jackson-bom,2.16.1,2.16.2,patch,False,,no_jar
alibaba/fastjson2,2308,org.clojure:clojure,1.11.1,1.11.2,patch,False,,
alibaba/fastjson2,2306,org.clojure:clojure,1.11.1,1.11.2,patch,False,,
alibaba/fastjson2,2294,com.aliyun.odps:odps-sdk-core,0.45.6-public,0.46.13-public,minor,False,,
alibaba/fastjson2,2293,com.aliyun.odps:odps-sdk-udf,0.45.6-public,0.46.13-public,minor,True,,NO_GITHUB
alibaba/fastjson2,2292,io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,8.0.0,major,False,,
alibaba/fastjson2,2289,org.jetbrains.dokka:dokka-maven-plugin,1.9.10,1.9.20,patch,True,False,no_maven
alibaba/fastjson2,2288,org.json:json,20240205,20240303,major,True,False,
alibaba/fastjson2,2282,org.codehaus.groovy:groovy,3.0.20,3.0.21,patch,False,,
alibaba/fastjson2,2278,org.mongodb:bson,4.11.1,5.0.0,major,False,,
alibaba/fastjson2,2274,org.gaul:modernizer-maven-plugin,2.7.0,2.8.0,minor,True,False,no_compile
alibaba/fastjson2,2265,org.apache.maven.plugins:maven-shade-plugin,3.5.1,3.5.2,patch,True,,NO_GITHUB
alibaba/fastjson2,2261,com.google.protobuf:protobuf-bom,3.25.2,3.25.3,patch,False,,no_jar
alibaba/fastjson2,2257,io.projectreactor:reactor-core,3.6.1,3.6.2,patch,True,False,no_maven
alibaba/fastjson2,2255,cn.hutool:hutool-all,5.8.25,5.8.26,patch,False,,
alibaba/fastjson2,2254,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
alibaba/fastjson2,2249,com.google.protobuf:protobuf-bom,3.25.1,3.25.2,patch,False,,no_jar
alibaba/fastjson2,2248,org.javamoney.moneta:moneta-core,1.4.2,1.4.4,patch,False,,
alibaba/fastjson2,2247,org.apache.dubbo:dubbo,3.2.9,3.2.11,patch,False,,
alibaba/fastjson2,2245,org.apache.flink:flink-core,1.18.0,1.18.1,patch,True,True,
alibaba/fastjson2,2244,org.json:json,20231013,20240205,major,False,,
alibaba/fastjson2,2243,joda-time:joda-time,2.12.6,2.12.7,patch,True,False,no_compile
alibaba/fastjson2,2241,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
alibaba/fastjson2,2240,org.msgpack:jackson-dataformat-msgpack,0.9.6,0.9.8,patch,True,False,no_maven
alibaba/fastjson2,2209,com.jayway.jsonpath:json-path,2.8.0,2.9.0,minor,True,False,no_maven
alibaba/fastjson2,2204,com.fasterxml.jackson:jackson-bom,2.16.0,2.16.1,patch,False,,no_jar
alibaba/fastjson2,2201,org.gitlab4j:gitlab4j-api,5.4.0,5.5.0,minor,False,,
alibaba/fastjson2,2195,org.apache.flink:flink-json,1.18.0,1.18.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2193,cn.hutool:hutool-all,5.8.24,5.8.25,patch,True,False,no_test
alibaba/fastjson2,2174,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,True,True,
alibaba/fastjson2,2173,com.google.guava:guava,32.1.3-jre,33.0.0-jre,major,False,,
alibaba/fastjson2,2172,org.codehaus.groovy:groovy,3.0.19,3.0.20,patch,False,,
alibaba/fastjson2,2163,com.esotericsoftware:kryo,5.5.0,5.6.0,minor,False,,
alibaba/fastjson2,2162,com.github.erosb:everit-json-schema,1.14.3,1.14.4,patch,True,,NO_TAG
alibaba/fastjson2,2161,joda-time:joda-time,2.12.5,2.12.6,patch,True,False,no_compile
alibaba/fastjson2,2130,cn.hutool:hutool-all,5.8.23,5.8.24,patch,False,,
alibaba/fastjson2,2125,org.javassist:javassist,3.29.2-GA,3.30.2-GA,minor,True,,NO_TAG
alibaba/fastjson2,2099,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
alibaba/fastjson2,2092,io.projectreactor:reactor-core,3.6.0,3.6.1,patch,True,False,no_maven
alibaba/fastjson2,2088,com.networknt:json-schema-validator,1.0.87,1.0.88,patch,False,,
alibaba/fastjson2,2087,org.furyio:fury-core,0.4.0,0.4.1,patch,False,,
alibaba/fastjson2,2075,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
alibaba/fastjson2,2074,org.furyio:fury-core,0.3.1,0.4.0,minor,False,,
alibaba/fastjson2,2062,commons-io:commons-io,2.15.0,2.15.1,patch,True,,NO_GITHUB
alibaba/fastjson2,2048,com.aliyun.odps:odps-sdk-core,0.45.5-public,0.45.6-public,patch,True,,NO_GITHUB
alibaba/fastjson2,2047,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,False,,
alibaba/fastjson2,2046,com.opencsv:opencsv,5.8,5.9,minor,False,,
alibaba/fastjson2,2045,com.aliyun.odps:odps-sdk-udf,0.45.5-public,0.45.6-public,patch,True,,NO_GITHUB
alibaba/fastjson2,2042,org.furyio:fury-core,0.3.0,0.3.1,patch,False,,
alibaba/fastjson2,2039,org.gitlab4j:gitlab4j-api,5.3.0,5.4.0,minor,True,False,
alibaba/fastjson2,2037,org.apache.dubbo:dubbo,3.2.8,3.2.9,patch,False,,
alibaba/fastjson2,2024,com.google.protobuf:protobuf-bom,3.25.0,3.25.1,patch,False,,no_jar
alibaba/fastjson2,2023,com.fasterxml.jackson:jackson-bom,2.15.3,2.16.0,minor,False,,no_jar
alibaba/fastjson2,2016,io.projectreactor:reactor-core,3.5.11,3.6.0,minor,False,,
alibaba/fastjson2,2011,org.apache.dubbo:dubbo,3.2.7,3.2.8,patch,False,,
alibaba/fastjson2,2010,cn.hutool:hutool-all,5.8.22,5.8.23,patch,False,,
alibaba/fastjson2,2007,org.mongodb:bson,4.11.0,4.11.1,patch,True,False,no_maven
alibaba/fastjson2,2001,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
alibaba/fastjson2,2000,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
alibaba/fastjson2,1998,org.moditect:moditect-maven-plugin,1.0.0.Final,1.1.0,minor,True,,NO_GITHUB
alibaba/fastjson2,1996,org.junit:junit-bom,5.10.0,5.10.1,patch,False,,no_jar
alibaba/fastjson2,1991,org.furyio:fury-core,0.2.1,0.3.0,minor,False,,
alibaba/fastjson2,1987,com.google.protobuf:protobuf-bom,3.24.4,3.25.0,minor,False,,no_jar
alibaba/fastjson2,1983,org.apache.flink:flink-json,1.17.1,1.18.0,minor,True,,NO_GITHUB
alibaba/fastjson2,1981,org.furyio:fury-core,0.2.0,0.2.1,patch,False,,
alibaba/fastjson2,1979,com.aliyun.odps:odps-sdk-core,0.45.3-public,0.45.5-public,patch,True,,NO_GITHUB
alibaba/fastjson2,1977,io.github.git-commit-id:git-commit-id-maven-plugin,6.0.0,7.0.0,major,True,True,
alibaba/fastjson2,1976,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
alibaba/fastjson2,1970,org.glassfish.jersey:jersey-bom,2.40,2.41,minor,False,,no_jar
alibaba/fastjson2,1968,com.aliyun.odps:odps-sdk-udf,0.45.3-public,0.45.5-public,patch,True,,NO_GITHUB
alibaba/fastjson2,1967,commons-io:commons-io,2.14.0,2.15.0,minor,True,,NO_GITHUB
alibaba/fastjson2,1966,org.apache.flink:flink-core,1.17.1,1.18.0,minor,False,,
alibaba/fastjson2,1962,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
alibaba/fastjson2,1961,org.apache.maven.plugins:maven-clean-plugin,3.3.1,3.3.2,patch,True,,NO_GITHUB
alibaba/fastjson2,1960,com.github.erosb:everit-json-schema,1.14.2,1.14.3,patch,True,,NO_TAG
alibaba/fastjson2,1941,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,True,False,no_test
alibaba/fastjson2,1940,org.json:json,20230618,20231013,major,True,False,no_compile
alibaba/fastjson2,1939,org.jetbrains.dokka:dokka-maven-plugin,1.9.0,1.9.10,patch,True,False,no_maven
alibaba/fastjson2,1935,com.fasterxml.jackson:jackson-bom,2.15.2,2.15.3,patch,False,,no_jar
alibaba/fastjson2,1933,com.google.guava:guava,32.1.2-jre,32.1.3-jre,patch,True,False,no_test
alibaba/fastjson2,1932,io.projectreactor:reactor-core,3.5.10,3.5.11,patch,True,False,no_maven
alibaba/fastjson2,1930,org.mongodb:bson,4.10.2,4.11.0,minor,True,False,no_maven
alibaba/fastjson2,1926,org.apache.dubbo:dubbo,3.2.6,3.2.7,patch,False,,
alibaba/fastjson2,1918,com.aliyun.odps:odps-sdk-udf,0.45.2-public,0.45.3-public,patch,True,,NO_GITHUB
alibaba/fastjson2,1917,com.google.protobuf:protobuf-bom,3.24.3,3.24.4,patch,False,,no_jar
alibaba/fastjson2,1916,org.gaul:modernizer-maven-plugin,2.6.0,2.7.0,minor,True,False,no_compile
alibaba/fastjson2,1914,org.ow2.asm:asm,9.5,9.6,minor,True,,NO_GITHUB
alibaba/fastjson2,1912,commons-io:commons-io,2.13.0,2.14.0,minor,False,,
alibaba/fastjson2,1908,org.furyio:fury-core,0.1.1,0.1.2,patch,True,False,no_maven
alibaba/fastjson2,1903,org.msgpack:jackson-dataformat-msgpack,0.9.5,0.9.6,patch,True,False,no_maven
alibaba/fastjson2,1901,org.apache.maven.plugins:maven-shade-plugin,3.5.0,3.5.1,patch,True,,NO_GITHUB
alibaba/fastjson2,1887,com.aliyun.odps:odps-sdk-core,0.45.2-public,0.45.3-public,patch,False,,
alibaba/fastjson2,1876,org.apache.dubbo:dubbo,3.2.5,3.2.6,patch,False,,
alibaba/fastjson2,1871,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
alibaba/fastjson2,1863,cn.hutool:hutool-all,5.8.21,5.8.22,patch,False,,
alibaba/fastjson2,1859,io.projectreactor:reactor-core,3.5.9,3.5.10,patch,True,False,no_maven
alibaba/fastjson2,1851,org.apache.maven.plugins:maven-enforcer-plugin,3.4.0,3.4.1,patch,True,,NO_GITHUB
alibaba/fastjson2,1847,com.google.protobuf:protobuf-bom,3.24.2,3.24.3,patch,False,,no_jar
alibaba/fastjson2,1846,com.networknt:json-schema-validator,1.0.86,1.0.87,patch,True,,NO_GITHUB
alibaba/fastjson2,1823,org.furyio:fury-core,0.1.0,0.1.1,patch,False,,
alibaba/fastjson2,1822,org.jetbrains.dokka:dokka-maven-plugin,1.8.20,1.9.0,minor,True,False,no_maven
alibaba/fastjson2,1818,com.aliyun.odps:odps-sdk-udf,0.45.1-public,0.45.2-public,patch,True,,NO_GITHUB
alibaba/fastjson2,1808,com.aliyun.odps:odps-sdk-core,0.45.1-public,0.45.2-public,patch,True,,NO_GITHUB
alibaba/fastjson2,1803,org.yaml:snakeyaml,2.1,2.2,minor,True,,NO_GITHUB
alibaba/fastjson2,1801,com.google.protobuf:protobuf-bom,3.24.1,3.24.2,patch,False,,no_jar
alibaba/fastjson2,1795,org.apache.maven.plugins:maven-enforcer-plugin,3.3.0,3.4.0,minor,True,,NO_GITHUB
alibaba/fastjson2,1784,org.codehaus.groovy:groovy,3.0.18,3.0.19,patch,True,False,no_maven
alibaba/fastjson2,1778,com.google.protobuf:protobuf-bom,3.24.0,3.24.1,patch,False,,no_jar
alibaba/fastjson2,1752,org.yaml:snakeyaml,2.0,2.1,minor,False,,
alibaba/fastjson2,1751,com.aliyun.odps:odps-sdk-core,0.43.4-public,0.45.1-public,minor,False,,
alibaba/fastjson2,1750,io.projectreactor:reactor-core,3.5.8,3.5.9,patch,True,False,no_maven
alibaba/fastjson2,1740,cn.hutool:hutool-all,5.8.17,5.8.21,patch,False,,
alibaba/fastjson2,1738,com.google.guava:guava,32.1.1-jre,32.1.2-jre,patch,True,False,no_test
alibaba/fastjson2,1737,com.aliyun.odps:odps-sdk-udf,0.43.4-public,0.45.1-public,minor,True,,NO_GITHUB
alibaba/fastjson2,1736,com.google.protobuf:protobuf-bom,3.23.4,3.24.0,minor,False,,no_jar
alibaba/fastjson2,1703,org.msgpack:jackson-dataformat-msgpack,0.9.4,0.9.5,patch,True,False,no_maven
alibaba/fastjson2,1698,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,False,,
alibaba/fastjson2,1697,org.apache.flink:flink-core,1.17.0,1.17.1,patch,True,True,
alibaba/fastjson2,1695,org.apache.flink:flink-json,1.17.0,1.17.1,patch,True,,NO_GITHUB
alibaba/fastjson2,1684,org.junit:junit-bom,5.9.3,5.10.0,minor,False,,no_jar
alibaba/fastjson2,1683,com.opencsv:opencsv,5.7.1,5.8,minor,False,,
alibaba/fastjson2,1682,org.apache.maven.plugins:maven-surefire-plugin,3.0.0,3.1.2,minor,True,,NO_GITHUB
alibaba/fastjson2,1681,org.mongodb:bson,4.9.1,4.10.2,minor,False,,
SonicCloudOrg/sonic-server,431,com.alibaba:fastjson,2.0.47,2.0.48,patch,True,False,no_compile
SonicCloudOrg/sonic-server,426,com.alibaba:fastjson,2.0.45,2.0.47,patch,False,,
SonicCloudOrg/sonic-server,425,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,421,net.bytebuddy:byte-buddy-agent,1.14.11,1.14.12,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,410,com.alibaba:fastjson,2.0.44,2.0.45,patch,True,False,no_compile
SonicCloudOrg/sonic-server,409,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
SonicCloudOrg/sonic-server,403,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,401,com.baomidou:mybatis-plus-boot-starter,3.5.3.1,3.5.5,patch,False,,
SonicCloudOrg/sonic-server,400,com.alibaba:fastjson,2.0.40,2.0.44,patch,True,False,no_compile
SonicCloudOrg/sonic-server,399,net.bytebuddy:byte-buddy-agent,1.14.10,1.14.11,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,391,net.bytebuddy:byte-buddy,1.14.7,1.14.10,patch,False,,
SonicCloudOrg/sonic-server,390,net.bytebuddy:byte-buddy-agent,1.14.7,1.14.10,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,381,net.bytebuddy:byte-buddy-agent,1.14.5,1.14.7,patch,True,,NO_GITHUB
SonicCloudOrg/sonic-server,380,com.alibaba:fastjson,2.0.38,2.0.40,patch,True,False,no_compile
SonicCloudOrg/sonic-server,378,net.bytebuddy:byte-buddy,1.14.5,1.14.7,patch,False,,
SonicCloudOrg/sonic-server,370,com.alibaba:fastjson,2.0.35,2.0.38,patch,True,False,no_compile
SonicCloudOrg/sonic-agent,433,com.alibaba:fastjson,2.0.38,2.0.49,patch,False,,
SonicCloudOrg/sonic-agent,409,org.apache.groovy:groovy-all,4.0.13,4.0.18,patch,False,,no_jar
SonicCloudOrg/sonic-agent,396,org.testng:testng,7.8.0,7.9.0,minor,False,,
SonicCloudOrg/sonic-agent,391,org.jsoup:jsoup,1.15.4,1.16.2,minor,False,,
SonicCloudOrg/sonic-agent,381,net.coobird:thumbnailator,0.4.19,0.4.20,patch,False,,
SonicCloudOrg/sonic-agent,380,io.github.soniccloudorg:sonic-driver-core,1.1.28,1.1.29,patch,False,,
SonicCloudOrg/sonic-agent,379,com.alibaba:fastjson,2.0.35,2.0.38,patch,True,False,no_compile
SonicCloudOrg/sonic-agent,378,com.google.guava:guava,31.0.1-jre,32.1.2-jre,major,False,,
devlive-community/datacap,706,com.google.guava:guava,32.1.2-jre,33.1.0-jre,major,False,,
devlive-community/datacap,683,org.postgresql:postgresql,42.6.0,42.7.2,minor,False,,
devlive-community/datacap,682,org.postgresql:postgresql,42.6.0,42.7.2,minor,False,,
devlive-community/datacap,675,com.microsoft.sqlserver:mssql-jdbc,11.2.1.jre8,12.6.0.jre8,major,False,,
devlive-community/datacap,674,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.3,patch,False,,
devlive-community/datacap,672,org.elasticsearch.plugin:x-pack-sql-jdbc,8.11.3,8.12.0,minor,False,,
devlive-community/datacap,666,org.yaml:snakeyaml,2.0,2.2,minor,False,,
devlive-community/datacap,634,Impala:ImpalaJDBC42,2.6.29.1035,2.6.32.1041,patch,False,,no_jar
devlive-community/datacap,633,io.crate:crate-jdbc,2.6.0,2.7.0,minor,True,False,no_maven
devlive-community/datacap,632,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
devlive-community/datacap,598,org.apache.ignite:ignite-core,2.8.1,2.16.0,minor,False,,
devlive-community/datacap,597,org.duckdb:duckdb_jdbc,0.8.1,0.9.2,minor,False,,
devlive-community/datacap,580,mysql:mysql-connector-java,8.0.28,8.0.30,patch,False,,
devlive-community/datacap,579,org.apache.maven.plugins:maven-assembly-plugin,3.5.0,3.6.0,minor,False,,
devlive-community/datacap,577,org.apache.kylin:kylin-jdbc,2.6.3,4.0.3,major,False,,
devlive-community/datacap,570,com.taosdata.jdbc:taos-jdbcdriver,3.0.0,3.2.7,minor,False,,
devlive-community/datacap,558,com.dameng:DmJdbcDriver18,8.1.2.192,8.1.3.62,patch,False,,
devlive-community/datacap,557,org.apache.maven.plugins:maven-compiler-plugin,3.3,3.12.1,minor,False,,
devlive-community/datacap,549,org.elasticsearch.plugin:x-pack-sql-jdbc,7.10.0,8.11.3,major,False,,
devlive-community/datacap,548,com.oracle.database.jdbc:ojdbc8,21.9.0.0,23.3.0.23.09,major,False,,
devlive-community/datacap,538,org.apache.kafka:kafka-clients,2.8.1,3.6.1,major,False,,
devlive-community/datacap,534,ch.qos.logback:logback-classic,1.2.11,1.2.13,patch,True,False,no_compile
devlive-community/datacap,533,ch.qos.logback:logback-core,1.2.11,1.2.13,patch,True,False,no_compile
devlive-community/datacap,461,org.jetbrains.dokka:dokka-maven-plugin,1.8.10,1.9.10,minor,True,False,no_maven
devlive-community/datacap,460,org.mongodb:mongodb-jdbc,2.0.2,2.0.3,patch,False,,
devlive-community/datacap,445,com.oceanbase:oceanbase-client,2.4.2,2.4.5,patch,False,,
devlive-community/datacap,437,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
devlive-community/datacap,432,org.sonatype.plugins:nexus-staging-maven-plugin,1.6,1.6.13,patch,False,,
devlive-community/datacap,430,com.github.eirslett:frontend-maven-plugin,1.12.1,1.13.4,minor,True,False,no_test
devlive-community/datacap,429,org.duckdb:duckdb_jdbc,0.7.0,0.8.1,minor,False,,
devlive-community/datacap,424,org.projectlombok:lombok,1.18.24,1.18.28,patch,True,False,no_maven
devlive-community/datacap,415,com.google.guava:guava,31.1-jre,32.1.2-jre,major,False,,
instancio/instancio,1012,com.github.siom79.japicmp:japicmp-maven-plugin,0.21.1,0.21.2,patch,True,,NO_GITHUB
instancio/instancio,1011,com.github.spotbugs:spotbugs-maven-plugin,4.8.4.0,4.8.5.0,patch,True,False,no_test
instancio/instancio,1003,org.apache.maven.plugins:maven-deploy-plugin,3.1.1,3.1.2,patch,True,,NO_GITHUB
instancio/instancio,1002,com.puppycrawl.tools:checkstyle,10.15.0,10.16.0,minor,True,False,
instancio/instancio,999,com.github.siom79.japicmp:japicmp-maven-plugin,0.21.0,0.21.1,patch,True,,NO_GITHUB
instancio/instancio,998,com.github.siom79.japicmp:japicmp-maven-plugin,0.20.0,0.21.0,minor,True,,NO_GITHUB
instancio/instancio,997,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
instancio/instancio,996,org.apache.maven.plugins:maven-jar-plugin,3.4.0,3.4.1,patch,True,,NO_GITHUB
instancio/instancio,990,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,True,,NO_GITHUB
instancio/instancio,989,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.0,minor,False,,
instancio/instancio,988,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
instancio/instancio,987,com.tngtech.archunit:archunit,1.2.1,1.3.0,minor,False,,
instancio/instancio,986,com.github.spotbugs:spotbugs-maven-plugin,4.8.3.1,4.8.4.0,patch,True,False,no_test
instancio/instancio,984,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
instancio/instancio,983,nl.jqno.equalsverifier:equalsverifier-nodep,3.16,3.16.1,patch,True,False,no_test
instancio/instancio,982,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,True,False,no_test
instancio/instancio,981,com.puppycrawl.tools:checkstyle,10.14.2,10.15.0,minor,False,,
instancio/instancio,979,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
instancio/instancio,978,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.8,3.16,minor,False,,
instancio/instancio,977,org.ow2.asm:asm,9.6,9.7,minor,True,,NO_GITHUB
instancio/instancio,972,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
instancio/instancio,970,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.13.0,minor,True,True,
instancio/instancio,969,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
instancio/instancio,966,com.puppycrawl.tools:checkstyle,10.14.1,10.14.2,patch,True,True,
instancio/instancio,959,com.google.guava:guava,33.0.0-jre,33.1.0-jre,minor,False,,
instancio/instancio,958,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,False,,
instancio/instancio,957,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
instancio/instancio,956,com.puppycrawl.tools:checkstyle,10.14.0,10.14.1,patch,True,True,
instancio/instancio,950,com.github.siom79.japicmp:japicmp-maven-plugin,0.19.1,0.20.0,minor,True,,NO_GITHUB
instancio/instancio,945,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.7,3.15.8,patch,True,False,no_test
instancio/instancio,944,com.github.siom79.japicmp:japicmp-maven-plugin,0.18.5,0.19.1,minor,False,,
instancio/instancio,941,com.puppycrawl.tools:checkstyle,10.13.0,10.14.0,minor,False,,
instancio/instancio,934,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.6,3.15.7,patch,False,,
