Client,Library,Old Version,New Version,Error Type
galen,com.fasterxml.jackson.core:jackson-databind,2.9.7,2.10.1,Fail Only
YCSB,org.apache.tomcat.embed:tomcat-embed-jasper,8.0.28,9.0.30,Error Only
YCSB,org.apache.tomcat.embed:tomcat-embed-websocket,8.0.28,9.0.30,Error Only
YCSB,org.apache.accumulo:accumulo-minicluster,1.6.6,2.0.0,Error Only
YCSB,org.apache.accumulo:accumulo-core,1.6.6,2.0.0,Error Only
YCSB,org.apache.logging.log4j:log4j-slf4j-impl,2.7,2.13.0,Error Only
YCSB,org.apache.logging.log4j:log4j-core,2.8.2,2.13.0,Error Only
YCSB,org.apache.logging.log4j:log4j-api,2.8.2,2.13.0,Error Only
YCSB,org.slf4j:slf4j-log4j12,1.7.5,2.0.0-alpha1,Error Only
YCSB,org.apache.hbase:hbase-client,1.0.2,2.2.2,Error Only
YCSB,org.apache.zookeeper:zookeeper,3.4.5,3.5.6,Error Only
YCSB,org.apache.hadoop:hadoop-common,2.2.0,3.2.1,Error Only
YCSB,com.orientechnologies:orientdb-client,2.2.37,3.1.0-M3,Fail + Error
YCSB,org.glassfish.jersey.core:jersey-server,2.6,2.29.1,Fail Only
chaos-monkey-spring-boot,org.slf4j:jcl-over-slf4j,1.7.25,2.0.0-alpha1,Error Only
chaos-monkey-spring-boot,org.springframework:spring-aspects,5.1.8.RELEASE,5.2.2.RELEASE,Error Only
rest-assured,org.springframework:spring-webmvc,4.3.23.RELEASE,5.2.2.RELEASE,Fail + Error
rest-assured,org.springframework:spring-test,4.3.23.RELEASE,5.2.2.RELEASE,Fail + Error
rest-assured,org.springframework:spring-webflux,5.1.0.RELEASE,5.2.2.RELEASE,Fail + Error
rest-assured,org.springframework:spring-context,5.1.0.RELEASE,5.2.2.RELEASE,Fail + Error
rest-assured,org.codehaus.groovy:groovy-xml,2.5.6,3.0.0-rc-2,Error Only
rest-assured,org.codehaus.groovy:groovy,2.5.6,3.0.0-rc-2,Fail Only
rest-assured,com.fasterxml.jackson.core:jackson-databind,2.9.9,2.10.1,Error Only
s3proxy,org.apache.jclouds:jclouds-allblobstore,2.1.2,2.2.0,Fail Only
s3proxy,org.apache.jclouds.api:filesystem,2.1.2,2.2.0,Fail Only
s3proxy,org.testng:testng,6.8.21,7.1.0,Fail Only
spring-hateoas,javax.servlet:javax.servlet-api,3.1.0,4.0.1,Error Only
Jest,org.elasticsearch.plugin:reindex-client,6.3.1,7.5.1,Error Only
Jest,org.elasticsearch.plugin:transport-netty4-client,6.3.1,7.5.1,Error Only
Jest,org.elasticsearch.plugin:percolator-client,6.3.1,7.5.1,Error Only
Jest,org.codelibs.elasticsearch.module:lang-painless,6.3.1,7.5.1,Error Only
Jest,org.elasticsearch.plugin:lang-mustache-client,6.3.1,7.5.1,Error Only
Jest,org.apache.lucene:lucene-codecs,7.3.1,8.3.1,Error Only
Jest,org.apache.lucene:lucene-test-framework,7.3.1,8.3.1,Error Only
Jest,org.apache.logging.log4j:log4j-core,2.7,2.13.0,Error Only
Jest,org.apache.logging.log4j:log4j-api,2.7,2.13.0,Error Only
Jest,com.google.guava:guava,21.0,28.1-jre,Error Only
Jest,org.apache.httpcomponents:httpclient,4.5.3,4.5.10,Error Only
Jest,com.google.code.gson:gson,2.8.0,2.8.6,Fail + Error
QRGen,com.google.zxing:core,3.3.0,3.4.0,Error Only
apollo,org.slf4j:slf4j-api,1.7.21,2.0.0-alpha1,Fail Only
apollo,com.google.inject:guice,4.1.0,4.2.2,Error Only
apollo,com.ctrip.framework.apollo:apollo-client,1.4.0,1.5.1,Error Only
apollo,com.google.guava:guava,19.0,28.1-jre,Error Only
apollo,com.h2database:h2,1.4.191,1.4.200,Error Only
apollo,com.squareup.okhttp3:mockwebserver,3.11.0,4.2.2,Error Only
apollo,com.squareup.okhttp3:okhttp,3.11.0,4.2.2,Error Only
xstream,org.codehaus.woodstox:wstx-asl,3.2.7,4.0.6,Fail Only
xstream,joda-time:joda-time,1.6,2.10.5,Fail Only
xstream,org.codehaus.jettison:jettison,1.2,1.4.0,Fail Only
mybatis-generator-gui,ch.qos.logback:logback-classic,1.1.2,1.3.0-alpha5,Error Only
mockserver,org.springframework:spring-test,4.3.18.RELEASE,5.2.2.RELEASE,Fail Only
mockserver,com.fasterxml.jackson.core:jackson-core,2.9.9,2.10.1,Fail Only
mockserver,com.fasterxml.jackson.core:jackson-databind,2.9.9,2.10.1,Fail + Error
mockserver,io.netty:netty-buffer,4.1.35.Final,5.0.0.Alpha2,Fail + Error
mockserver,io.netty:netty-codec,4.1.35.Final,5.0.0.Alpha2,Fail + Error
TwelveMonkeys,org.apache.xmlgraphics:batik-transcoder,1.9,1.12,Error Only
TwelveMonkeys,org.apache.xmlgraphics:batik-svggen,1.9,1.12,Error Only
TwelveMonkeys,org.apache.xmlgraphics:batik-extension,1.9,1.12,Error Only
alexa-skills-kit-sdk-for-java,com.fasterxml.jackson.core:jackson-databind,2.9.10.1,2.10.1,Error Only
isis,org.junit.jupiter:junit-jupiter-api,5.4.1,5.6.0-M1,Error Only
isis,com.fasterxml.jackson.core:jackson-databind,2.9.8,2.10.2,Error Only
isis,org.reflections:reflections,0.9.10,0.9.11,Error Only
immutables,org.elasticsearch.plugin:transport-netty4-client,7.1.0,7.5.1,Error Only
immutables,org.elasticsearch:elasticsearch,7.1.0,7.5.1,Error Only
immutables,org.codelibs.elasticsearch.module:lang-painless,7.1.0,7.5.1,Error Only
immutables,org.immutables:value-processor,2.8.0,2.8.3,Fail Only
immutables,org.immutables:criteria-common,2.8.0,2.8.3,Error Only
immutables,org.glassfish.jersey.core:jersey-client,2.11,2.29.1,Fail Only
immutables,org.hamcrest:hamcrest-library,1.3,2.2,Error Only
immutables,org.junit.jupiter:junit-jupiter-api,5.5.2,5.6.0-M1,Error Only
immutables,org.apache.logging.log4j:log4j-core,2.11.2,2.13.0,Error Only
immutables,com.fasterxml.jackson.core:jackson-databind,2.8.11.3,2.10.1,Error Only
jsprit,commons-configuration:commons-configuration,1.9,1.1,Error Only
wasabi,com.google.inject:guice,4.0,4.2.2,Error Only
wasabi,org.apache.httpcomponents:httpclient,4.5.1,4.5.10,Fail Only
wasabi,com.datastax.cassandra:cassandra-driver-core,3.0.3,4.0.0,Error Only
wasabi,com.datastax.cassandra:cassandra-driver-mapping,3.0.3,3.8.0,Error Only
wasabi,com.fasterxml.jackson.core:jackson-databind,2.7.2,2.10.1,Error Only
exhibitor,org.apache.curator:curator-test,2.7.1,4.2.0,Fail Only
distributed-redis-tool,org.springframework:spring-beans,4.2.1.RELEASE,5.2.2.RELEASE,Error Only
distributed-redis-tool,org.springframework:spring-core,4.2.1.RELEASE,5.2.2.RELEASE,Error Only
